[System]
-- specify system name
Name: f21

[Parameter]
-- general syntax is parameter_name : value1, value2, ...
Data_length (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
Reference_Type (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 251, 252, 253, 254, 255
File_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_number (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 9993, 9994, 9995, 9996, 9997, 9998, 9999, 10000, 10001, 10002, 10003, 10004, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_length (int) : 0, 1, 2, 3, 4, 5, 7, 8, 9, 15, 16, 17, 31, 32, 33, 63, 64, 65, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 255, 256, 257, 511, 512, 513, 1023, 1024, 1025, 2047, 2048, 2049, 4095, 4096, 4097, 8191, 8192, 8193, 16383, 16384, 16385, 32767, 32768, 32769, 65471, 65472, 65473, 65503, 65504, 65505, 65519, 65520, 65521, 65527, 65528, 65529, 65530, 65531, 65532, 65533, 65534, 65535
Record_data (int) : 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455, 1456, 1457, 1458, 1459, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 4091, 4092, 4093, 4094, 4095, 4096, 4097, 4098, 4099, 4100, 4101, 5000, 8187, 8188, 8189, 8190, 8191, 8192, 8193, 8194, 8195, 8196, 8197, 10000, 16379, 16380, 16381, 16382, 16383, 16384, 16385, 16386, 16387, 16388, 16389, 20000, 32763, 32764, 32765, 32766, 32767, 32768, 32769, 32770, 32771, 32772, 32773, 65533, 65534, 65535, 65536, 65537

[Relation]
-- this section is optional
-- general format Rx : (p1, p2, ..., pk, Strength)

[Constraint]
-- this section is also optional
Record_data!=2*Record_length
Record_data%2!=0

[Test Set]
-- set existing test set for extend mode. this is also optional
-- * represents don't-care value
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
3,252,9998,32767,65521,19
4,2,9999,32768,65527,19
5,3,10000,32769,65528,19
6,4,10001,65471,65529,19
17,5,10002,65472,65530,19
18,34,10003,65473,65531,19
8,6,10004,65503,65532,19
9,7,16383,65504,65533,19
10,129,16384,65505,65534,19
11,132,16385,65519,65535,19
12,255,32767,65520,0,19
13,0,32768,65521,1,19
14,1,32769,65527,2,19
15,10,65471,65528,3,19
16,253,65472,65529,4,19
7,254,65473,65530,5,19
17,251,65503,65531,7,19
21,6,65504,65532,8,19
27,15,65505,65533,9,19
28,16,65519,65534,15,19
30,20,65520,65535,16,19
33,29,65521,0,31,19
34,30,65527,1,32,19
35,31,65528,2,33,19
37,32,65529,3,63,19
59,33,65530,4,64,19
60,35,65531,5,65,19
61,36,65532,7,116,19
62,37,65533,8,117,19
63,62,65534,9,118,19
64,63,65535,15,119,19
66,64,0,17,120,21
67,65,1,31,121,21
68,66,2,32,122,21
69,67,3,33,123,21
123,68,4,63,124,21
124,69,5,64,125,21
125,123,7,65,126,21
126,124,8,127,127,21
127,125,9,128,128,21
128,126,15,129,129,21
129,127,16,255,255,21
130,128,17,256,256,21
131,130,31,257,257,21
132,2,32,511,511,21
133,8,33,512,512,21
251,9,63,513,513,21
252,11,64,1023,1023,21
253,12,65,1024,1024,21
254,13,127,1025,1025,21
255,14,128,2047,2047,21
0,17,129,2048,2048,21
1,18,255,2049,2049,21
2,19,256,4095,4095,21
19,61,257,4096,4096,21
20,131,511,4097,4097,21
29,27,512,8191,8191,21
31,59,513,8192,8192,21
32,60,1023,8193,8193,21
33,132,1024,9993,16383,21
65,21,1025,9994,16384,21
3,29,2047,9995,16385,21
36,32,2048,9996,32767,21
37,33,2049,9997,32768,21
59,34,4095,9998,32769,21
60,36,4096,9999,65471,21
61,37,4097,10000,65472,21
62,133,8191,10001,65473,21
63,251,8192,10002,65503,21
64,28,8193,10003,65504,21
5,31,9993,10004,65505,21
6,62,9994,16383,65519,21
7,63,9995,16384,65520,21
8,129,9996,16385,65521,21
9,254,9997,32767,65527,21
10,255,9998,32768,65528,21
11,0,9999,32769,65529,21
12,1,10000,65471,65530,21
13,30,10001,65472,65531,21
14,35,10002,65473,65532,21
15,252,10003,65503,65533,21
16,4,10004,65504,65534,21
17,6,16383,65505,65535,21
18,16,16384,65519,0,21
27,253,16385,65520,1,21
28,3,32767,65521,2,21
30,5,32768,65527,3,21
34,15,32769,65528,4,21
35,20,65471,65529,5,21
4,27,65472,65530,7,21
19,59,65473,65531,8,21
20,61,65503,65532,9,21
21,7,65504,65533,15,21
31,9,65505,65534,16,21
32,10,65519,65535,17,21
36,11,65520,0,32,21
65,12,65521,1,33,21
66,13,65527,2,63,21
67,14,65528,3,64,21
68,18,65529,4,65,21
69,19,65530,5,116,21
123,28,65531,7,117,21
124,65,65532,8,118,21
125,66,65533,9,119,21
126,67,65534,15,120,21
127,68,65535,16,121,21
128,69,0,31,122,27
129,123,1,32,123,27
130,124,2,33,124,27
131,125,3,63,125,27
132,126,4,64,126,27
133,127,5,65,127,27
251,128,7,127,128,27
252,130,8,128,129,27
253,131,9,129,255,27
254,2,15,255,256,27
255,8,16,256,257,27
0,9,17,257,511,27
1,17,31,511,512,27
2,60,32,512,513,27
29,61,33,513,1023,27
30,21,63,1023,1024,27
31,64,64,1024,1025,27
32,65,65,1025,2047,27
33,66,127,2047,2048,27
34,67,128,2048,2049,27
35,68,129,2049,4095,27
36,129,255,4095,4096,27
37,132,256,4096,4097,27
59,133,257,4097,8191,27
60,251,511,8191,8192,27
61,252,512,8192,8193,27
62,253,513,8193,16383,27
63,254,1023,9993,16384,27
64,255,1024,9994,16385,27
66,0,1025,9995,32767,27
67,1,2047,9996,32768,27
68,5,2048,9997,32769,27
69,6,2049,9998,65471,27
123,7,4095,9999,65472,27
124,10,4096,10000,65473,27
125,11,4097,10001,65503,27
126,12,8191,10002,65504,27
127,13,8192,10003,65505,27
3,14,8193,10004,65519,27
4,15,9993,16383,65520,27
5,16,9994,16384,65521,27
6,18,9995,16385,65527,27
7,19,9996,32767,65528,27
8,20,9997,32768,65529,27
9,27,9998,32769,65530,27
10,28,9999,65471,65531,27
11,29,10000,65472,65532,27
12,32,10001,65473,65533,27
13,33,10002,65503,65534,27
14,36,10003,65504,65535,27
15,37,10004,65505,0,27
16,59,16383,65519,1,27
17,62,16384,65520,2,27
18,63,16385,65521,3,27
19,30,32767,65527,4,27
20,31,32768,65528,5,27
21,35,32769,65529,7,27
27,4,65471,65530,8,27
28,17,65472,65531,9,27
29,34,65473,65532,15,27
65,3,65503,65533,17,27
128,8,65504,65534,31,27
129,21,65505,65535,33,27
130,64,65519,0,63,27
131,127,65520,1,64,27
132,128,65521,2,65,27
133,131,65527,3,116,27
251,130,65528,4,117,27
252,2,65529,5,16,27
254,60,65530,7,32,27
255,69,65531,8,119,27
0,123,65532,9,120,27
1,124,65533,15,121,27
2,125,65534,16,122,27
253,251,65535,17,123,27
254,252,0,32,124,29
255,253,1,33,125,29
0,254,2,63,126,29
1,255,3,64,127,29
2,0,4,65,128,29
3,1,5,127,129,29
4,3,7,128,255,29
5,4,8,129,256,29
6,5,9,255,257,29
7,6,15,256,511,29
8,126,16,257,512,29
9,127,17,511,513,29
10,128,31,512,1023,29
11,129,32,513,1024,29
12,130,33,1023,1025,29
13,132,63,1024,2047,29
14,133,64,1025,2048,29
15,8,65,2047,2049,29
16,14,127,2048,4095,29
17,15,128,2049,4096,29
18,28,129,4095,4097,29
20,32,255,4096,8191,29
21,34,256,4097,8192,29
27,35,257,8191,8193,29
28,36,511,8192,16383,29
34,37,512,8193,16384,29
35,60,513,9993,16385,29
59,64,1023,9994,32767,29
60,65,1024,9995,32768,29
61,66,1025,9996,32769,29
62,67,2047,9997,65471,29
63,68,2048,9998,65472,29
64,69,2049,9999,65473,29
65,123,4095,10000,65503,29
66,124,4096,10001,65504,29
67,125,4097,10002,65505,29
68,131,8191,10003,65519,29
69,2,8192,10004,65520,29
123,12,8193,16383,65521,29
124,13,9993,16384,65527,29
125,20,9994,16385,65528,29
126,21,9995,32767,65529,29
127,31,9996,32768,65530,29
128,33,9997,32769,65531,29
129,59,9998,65471,65532,29
130,61,9999,65472,65533,29
131,62,10000,65473,65534,29
132,63,10001,65503,65535,29
133,10,10002,65504,0,29
251,11,10003,65505,1,29
252,17,10004,65519,2,29
253,18,16383,65520,3,29
29,19,16384,65521,4,29
31,29,16385,65527,5,29
33,7,32767,65528,7,29
36,9,32768,65529,8,29
37,16,32769,65530,9,29
30,27,65471,65531,15,29
32,251,65472,65532,16,29
19,30,65473,65533,31,29
21,126,65503,65534,118,29
27,127,65504,65535,119,29
28,128,65505,0,120,29
29,129,65519,1,121,29
31,130,65520,2,17,29
32,132,65521,3,117,29
33,133,65527,4,122,29
34,252,65528,5,123,29
35,253,65529,7,124,29
36,3,65530,8,63,29
37,4,65531,9,64,29
59,5,65532,15,65,29
60,6,65533,16,116,29
61,8,65534,17,125,29
62,11,65535,31,126,29
63,15,0,33,127,31
64,16,1,63,128,31
65,17,2,64,129,31
66,18,3,65,255,31
67,19,4,127,256,31
68,20,5,128,257,31
69,21,7,129,511,31
123,27,8,255,512,31
124,28,9,256,513,31
125,29,15,257,1023,31
126,30,16,511,1024,31
127,35,17,512,1025,31
128,36,31,513,2047,31
129,61,32,1023,2048,31
130,62,33,1024,2049,31
131,63,63,1025,4095,31
132,65,64,2047,4096,31
133,66,65,2048,4097,31
251,67,127,2049,8191,31
252,68,128,4095,8192,31
253,69,129,4096,8193,31
254,123,255,4097,16383,31
255,124,256,8191,16384,31
0,125,257,8192,16385,31
1,126,511,8193,32767,31
2,12,512,9993,32768,31
3,13,513,9994,32769,31
4,14,1023,9995,65471,31
5,59,1024,9996,65472,31
6,60,1025,9997,65473,31
7,64,2047,9998,65503,31
8,131,2048,9999,65504,31
9,34,2049,10000,65505,31
10,37,4095,10001,65519,31
11,254,4096,10002,65520,31
12,10,4097,10003,65521,31
13,32,8191,10004,65527,31
14,33,8192,16383,65528,31
15,255,8193,16384,65529,31
16,0,9993,16385,65530,31
17,1,9994,32767,65531,31
18,4,9995,32768,65532,31
19,2,9996,32769,65533,31
20,5,9997,65471,65534,31
30,7,9998,65472,65535,31
31,8,9999,65473,0,31
32,9,10000,65503,1,31
35,11,10001,65504,2,31
36,31,10002,65505,3,31
37,127,10003,65519,4,31
59,132,10004,65520,5,31
60,133,16383,65521,7,31
61,251,16384,65527,8,31
62,6,16385,65528,9,31
34,128,32767,65529,15,31
21,129,32768,65530,16,31
27,130,32769,65531,17,31
28,252,65471,65532,31,31
33,253,65472,65533,32,31
63,7,65473,65534,33,31
29,9,65503,65535,63,31
30,10,65504,0,118,31
66,3,65505,1,119,31
67,12,65519,2,120,31
68,13,65520,3,121,31
123,14,65521,4,123,31
124,15,65527,5,124,31
125,16,65528,7,125,31
126,17,65529,8,126,31
128,20,65530,9,65,31
131,21,65531,15,122,31
132,27,65532,16,127,31
133,28,65533,17,128,31
251,29,65534,31,129,31
252,30,65535,32,255,31
4,31,0,63,256,33
5,35,1,64,257,33
6,36,2,65,511,33
7,37,3,127,512,33
8,59,4,128,513,33
9,60,5,129,1023,33
10,61,7,255,1024,33
11,62,8,256,1025,33
12,63,9,257,2047,33
13,64,15,511,2048,33
14,65,16,512,2049,33
15,66,17,513,4095,33
16,67,31,1023,4096,33
17,68,32,1024,4097,33
18,69,33,1025,8191,33
19,123,63,2047,8192,33
20,124,64,2048,8193,33
64,125,65,2049,16383,33
127,126,127,4095,16384,33
254,19,128,4096,16385,33
255,2,129,4097,32767,33
0,34,255,8191,32768,33
1,254,256,8192,32769,33
3,255,257,8193,65471,33
27,0,511,9993,65472,33
129,1,512,9994,65473,33
130,18,513,9995,65503,33
253,21,1023,9996,65504,33
2,27,1024,9997,65505,33
21,32,1025,9998,65519,33
28,33,2047,9999,65520,33
29,128,2048,10000,65521,33
65,130,2049,10001,65527,33
69,131,4095,10002,65528,33
123,132,4096,10003,65529,33
124,133,4097,10004,65530,33
125,251,8191,16383,65531,33
126,252,8192,16384,65532,33
128,253,8193,16385,65533,33
132,7,9993,32767,65534,33
133,12,9994,32768,65535,33
251,13,9995,32769,0,33
252,14,9996,65471,1,33
32,15,9997,65472,2,33
33,16,9998,65473,3,33
59,17,9999,65503,4,33
60,18,10000,65504,5,33
61,28,10001,65505,7,33
62,29,10002,65519,8,33
63,30,10003,65520,9,33
66,127,10004,65521,15,33
67,4,16383,65527,16,33
68,9,16384,65528,17,33
131,10,16385,65529,31,33
35,5,32767,65530,32,33
37,6,32768,65531,33,33
31,11,32769,65532,64,33
34,129,65471,65533,116,33
36,131,65472,65534,117,33
65,255,65473,65535,118,33
127,8,65503,0,119,33
129,20,65504,1,120,33
30,33,65505,2,121,33
64,60,65519,3,122,33
69,3,65520,4,124,33
253,34,65521,5,125,33
255,35,65527,7,126,33
0,36,65528,8,127,33
1,59,65529,9,128,33
2,64,65530,15,129,33
3,65,65531,16,255,33
6,68,65532,17,256,33
7,126,65533,31,123,33
8,1,65534,32,257,33
9,32,65535,33,511,33
11,66,0,64,512,35
12,67,1,65,513,35
13,123,2,127,1023,35
14,124,3,128,1024,35
15,125,4,129,1025,35
16,254,5,255,2047,35
17,0,7,256,2048,35
18,2,8,257,2049,35
19,31,9,511,4095,35
20,37,15,512,4096,35
130,63,16,513,4097,35
254,64,17,1023,8191,35
4,19,31,1024,8192,35
5,62,32,1025,8193,35
10,127,33,2047,16383,35
21,128,63,2048,16384,35
27,61,64,2049,16385,35
28,131,65,4095,32767,35
29,251,127,4096,32768,35
30,69,128,4097,32769,35
31,126,129,8191,65471,35
32,255,255,8192,65472,35
33,3,256,8193,65473,35
34,4,257,9993,65503,35
35,7,511,9994,65504,35
36,15,512,9995,65505,35
37,20,513,9996,65519,35
60,29,1023,9997,65520,35
61,30,1024,9998,65521,35
62,68,1025,9999,65527,35
63,132,2047,10000,65528,35
64,252,2048,10001,65529,35
66,10,2049,10002,65530,35
67,11,4095,10003,65531,35
68,12,4096,10004,65532,35
69,13,4097,16383,65533,35
123,17,8191,16384,65534,35
124,21,8192,16385,65535,35
125,27,8193,32767,0,35
126,28,9993,32768,1,35
131,32,9994,32769,2,35
132,33,9995,65471,3,35
133,36,9996,65472,4,35
251,60,9997,65473,5,35
255,61,9998,65503,7,35
0,65,9999,65504,8,35
1,133,10000,65505,9,35
7,1,10001,65519,15,35
8,14,10002,65520,16,35
127,16,10003,65521,17,35
129,18,10004,65527,31,35
252,34,16383,65528,32,35
253,59,16384,65529,33,35
2,130,16385,65530,63,35
3,8,32767,65531,64,35
6,9,32768,65532,65,35
59,6,32769,65533,117,35
65,37,65471,65534,119,35
128,62,65472,65535,116,35
254,5,65473,0,121,35
4,35,65503,1,122,35
9,63,65504,2,123,35
10,253,65505,3,118,35
11,123,65519,4,125,35
12,124,65520,5,126,35
13,129,65521,7,127,35
14,19,65527,8,128,35
15,21,65528,9,129,35
16,69,65529,15,255,35
17,254,65530,16,256,35
18,66,65531,17,257,35
19,67,65532,31,511,35
20,68,65533,32,512,35
5,2,65534,33,513,35
6,3,65535,63,1023,35
130,7,0,65,1024,37
131,31,1,127,1025,37
132,0,2,128,2047,37
133,1,3,129,2048,37
251,4,4,255,2049,37
252,5,5,256,4095,37
253,6,7,257,4096,37
254,9,8,511,4097,37
255,11,9,512,8191,37
0,12,15,513,8192,37
1,125,16,1023,8193,37
2,126,17,1024,16383,37
3,127,31,1025,16384,37
4,128,32,2047,16385,37
5,129,33,2048,32767,37
8,130,63,2049,32768,37
9,132,64,4095,32769,37
10,133,65,4096,65471,37
11,252,127,4097,65472,37
12,253,128,8191,65473,37
13,16,129,8192,65503,37
14,17,255,8193,65504,37
15,18,256,9993,65505,37
16,19,257,9994,65519,37
17,20,511,9995,65520,37
18,29,512,9996,65521,37
19,34,513,9997,65527,37
20,35,1023,9998,65528,37
21,60,1024,9999,65529,37
27,62,1025,10000,65530,37
30,63,2047,10001,65531,37
31,69,2048,10002,65532,37
32,123,2049,10003,65533,37
33,124,4095,10004,65534,37
34,255,4096,16383,65535,37
35,2,4097,16384,0,37
36,10,8191,16385,1,37
37,30,8192,32767,2,37
59,37,8193,32768,3,37
60,59,9993,32769,4,37
61,65,9994,65471,5,37
62,66,9995,65472,7,37
63,67,9996,65473,8,37
64,131,9997,65503,9,37
65,251,9998,65504,15,37
66,254,9999,65505,16,37
67,8,10000,65519,17,37
68,15,10001,65520,31,37
69,27,10002,65521,32,37
123,32,10003,65527,33,37
124,33,10004,65528,63,37
125,61,16383,65529,64,37
126,3,16384,65530,65,37
127,28,16385,65531,116,37
128,64,32767,65532,117,37
129,14,32768,65533,118,37
29,68,32769,65534,120,37
7,13,65471,65535,124,37
8,18,65472,0,125,37
28,21,65473,1,126,37
6,125,65503,2,127,37
130,36,65504,3,128,37
131,0,65505,4,129,37
132,1,65519,5,255,37
133,5,65520,7,256,37
251,31,65521,8,257,37
252,33,65527,9,511,37
253,60,65528,15,512,37
254,61,65529,16,513,37
255,62,65530,17,1023,37
0,63,65531,31,1024,37
1,64,65532,32,119,37
2,65,65533,33,120,37
3,66,65534,63,121,37
7,123,65535,64,122,37
9,125,0,127,2047,59
10,126,1,128,2048,59
11,127,2,129,2049,59
12,128,3,255,4095,59
13,130,4,256,4096,59
14,252,5,257,4097,59
15,253,7,511,8191,59
16,10,8,512,8192,59
17,13,9,513,8193,59
18,14,15,1023,16383,59
19,15,16,1024,16384,59
20,16,17,1025,16385,59
21,29,31,2047,32767,59
27,30,32,2048,32768,59
28,31,33,2049,32769,59
29,32,63,4095,65471,59
30,34,64,4096,65472,59
31,35,65,4097,65473,59
32,36,127,8191,65503,59
33,37,128,8192,65504,59
59,67,129,8193,65505,59
60,124,255,9993,65519,59
61,129,256,9994,65520,59
62,131,257,9995,65521,59
63,255,511,9996,65527,59
64,0,512,9997,65528,59
65,2,513,9998,65529,59
67,6,1023,9999,65530,59
68,7,1024,10000,65531,59
69,8,1025,10001,65532,59
123,9,2047,10002,65533,59
124,19,2048,10003,65534,59
125,254,2049,10004,65535,59
126,4,4095,16383,0,59
127,20,4096,16384,1,59
5,28,4097,16385,2,59
66,11,8191,32767,3,59
130,27,8192,32768,4,59
34,69,8193,32769,5,59
35,123,9993,65471,7,59
37,17,9994,65472,8,59
128,59,9995,65473,9,59
129,12,9996,65503,15,59
4,61,9997,65504,16,59
6,64,9998,65505,17,59
132,21,9999,65519,31,59
133,33,10000,65520,32,59
36,132,10001,65521,33,59
131,60,10002,65527,63,59
253,63,10003,65528,64,59
254,66,10004,65529,65,59
255,68,16383,65530,116,59
0,69,16384,65531,117,59
1,5,16385,65532,118,59
2,18,32767,65533,123,59
3,62,32768,65534,124,59
251,3,32769,65535,1025,59
252,251,65471,0,122,59
7,133,65472,1,127,59
8,65,65473,2,128,59
9,67,65503,3,129,59
10,13,65504,4,255,59
11,14,65505,5,256,59
12,15,65519,7,257,59
13,29,65520,8,511,59
14,30,65521,9,512,59
15,31,65527,15,513,59
16,1,65528,16,1023,59
17,27,65529,17,1024,59
18,35,65530,31,125,59
19,36,65531,32,126,59
20,59,65532,33,1025,59
21,130,65533,63,2047,59
27,131,65534,64,2048,59
28,133,65535,65,2049,59
29,255,0,128,4095,61
30,0,1,129,4096,61
31,6,2,255,4097,61
32,7,3,256,8191,61
33,8,4,257,8192,61
34,10,5,511,8193,61
35,12,7,512,16383,61
36,16,8,513,16384,61
37,34,9,1023,16385,61
60,125,15,1024,32767,61
61,128,16,1025,32768,61
62,129,17,2047,32769,61
63,253,31,2048,65471,61
65,254,32,2049,65472,61
66,17,33,4095,65473,61
67,20,63,4096,65503,61
68,32,64,4097,65504,61
69,37,65,8191,65505,61
123,127,127,8192,65519,61
124,251,128,8193,65520,61
125,9,129,9993,65521,61
126,11,255,9994,65527,61
127,2,256,9995,65528,61
128,28,257,9996,65529,61
129,252,511,9997,65530,61
130,126,512,9998,65531,61
4,1,513,9999,65532,61
5,19,1023,10000,65533,61
59,31,1024,10001,65534,61
64,124,1025,10002,65535,61
131,35,2047,10003,0,61
132,36,2048,10004,1,61
133,60,2049,16383,2,61
251,132,4095,16384,3,61
252,62,4096,16385,4,61
254,63,4097,32767,5,61
1,65,8191,32768,7,61
2,66,8192,32769,8,61
14,67,8193,65471,9,61
15,68,9993,65472,15,61
16,123,9994,65473,16,61
17,69,9995,65503,17,61
18,131,9996,65504,31,61
19,14,9997,65505,32,61
20,15,9998,65519,33,61
21,133,9999,65520,63,61
27,59,10000,65521,64,61
28,61,10001,65527,65,61
0,4,10002,65528,116,61
3,21,10003,65529,117,61
11,64,10004,65530,118,61
12,30,16383,65531,119,61
13,18,16384,65532,120,61
253,19,16385,65533,121,61
255,27,32767,65534,122,61
5,130,32768,65535,123,61
6,33,32769,0,124,61
9,29,65471,1,125,61
10,132,65472,2,126,61
30,251,65473,3,127,61
7,5,65503,4,128,61
8,11,65504,5,129,61
29,12,65505,7,255,61
33,13,65519,8,256,61
34,17,65520,9,257,61
35,3,65521,15,511,61
36,4,65527,16,512,61
37,7,65528,17,513,61
59,9,65529,31,1023,61
60,16,65530,32,1024,61
61,20,65531,33,2047,61
62,128,65532,63,2048,61
63,252,65533,64,2049,61
64,253,65534,65,1025,61
65,0,65535,127,4095,61
67,2,0,129,4097,63
68,10,1,255,8191,63
69,32,2,256,8192,63
123,33,3,257,8193,63
124,34,4,511,16383,63
125,129,5,512,16384,63
126,130,7,513,16385,63
127,6,8,1023,32767,63
128,127,9,1024,32768,63
129,8,15,1025,32769,63
66,28,16,2047,65471,63
4,29,17,2048,65472,63
32,30,31,2049,65473,63
31,124,32,4095,65503,63
34,125,33,4096,65504,63
130,254,63,4097,65505,63
131,255,64,8191,65519,63
132,5,65,8192,65520,63
133,18,127,8193,65521,63
251,27,128,9993,65527,63
252,31,129,9994,65528,63
253,37,255,9995,65529,63
254,69,256,9996,65530,63
255,123,257,9997,65531,63
0,14,511,9998,65532,63
1,16,512,9999,65533,63
6,126,513,10000,65534,63
7,128,1023,10001,65535,63
8,3,1024,10002,0,63
9,4,1025,10003,1,63
10,7,2047,10004,2,63
11,59,2048,16383,3,63
12,64,2049,16384,4,63
13,66,4095,16385,5,63
14,131,4096,32767,7,63
15,132,4097,32768,8,63
16,21,8191,32769,9,63
17,36,8192,65471,15,63
18,60,8193,65472,16,63
19,251,9993,65473,17,63
20,253,9994,65503,31,63
21,0,9995,65504,32,63
27,1,9996,65505,33,63
28,63,9997,65519,63,63
29,65,9998,65520,64,63
30,67,9999,65521,65,63
33,252,10000,65527,116,63
60,13,10001,65528,117,63
61,15,10002,65529,118,63
62,17,10003,65530,119,63
63,9,10004,65531,120,63
64,10,16383,65532,121,63
37,11,16384,65533,124,63
59,12,16385,65534,4096,63
36,133,32767,65535,125,63
65,19,32768,0,126,63
3,20,32769,1,123,63
5,61,65471,2,129,63
2,68,65472,3,255,63
32,35,65473,4,256,63
35,62,65503,5,257,63
66,125,65504,7,511,63
67,127,65505,8,512,63
68,254,65519,9,513,63
123,255,65520,15,1023,63
124,2,65521,16,1024,63
125,32,65527,17,1025,63
126,37,65528,31,2047,63
127,124,65529,32,2048,63
4,125,65530,33,2049,63
128,6,65531,63,4095,63
31,129,65532,64,128,63
129,251,65533,65,4096,63
69,34,65534,127,4097,63
130,8,65535,128,8191,63
131,28,0,255,8192,65
132,29,1,256,8193,65
133,30,2,257,16383,65
251,32,3,511,16384,65
252,36,4,512,16385,65
253,62,5,513,32767,65
255,63,7,1023,32768,65
0,67,8,1024,32769,65
1,68,9,1025,65471,65
2,69,15,2047,65472,65
3,123,16,2048,65473,65
6,131,17,2049,65503,65
7,252,31,4095,65504,65
8,253,32,4096,65505,65
9,6,33,4097,65519,65
10,17,63,8191,65520,65
11,126,64,8192,65521,65
12,127,65,8193,65527,65
13,128,127,9993,65528,65
14,130,128,9994,65529,65
15,3,129,9995,65530,65
16,8,255,9996,65531,65
17,10,256,9997,65532,65
28,18,257,9998,65533,65
29,64,511,9999,65534,65
35,65,512,10000,65535,65
36,66,513,10001,0,65
37,129,1023,10002,1,65
62,254,1024,10003,2,65
63,13,1025,10004,3,65
64,14,2047,16383,4,65
65,15,2048,16384,5,65
67,16,2049,16385,7,65
68,33,4095,32767,8,65
69,0,4096,32768,9,65
123,5,4097,32769,15,65
124,7,8191,65471,16,65
125,19,8192,65472,17,65
126,20,8193,65473,31,65
127,21,9993,65503,32,65
128,27,9994,65504,33,65
129,125,9995,65505,63,65
130,9,9996,65519,64,65
5,11,9997,65520,65,65
31,12,9998,65521,116,65
34,34,9999,65527,117,65
254,35,10000,65528,118,65
19,124,10001,65529,119,65
30,133,10002,65530,120,65
32,1,10003,65531,121,65
60,2,10004,65532,122,65
61,60,16383,65533,127,65
66,4,16384,65534,123,65
4,37,16385,65535,126,65
18,61,32767,0,128,65
27,132,32768,1,129,65
33,59,32769,2,255,65
21,255,65471,3,256,65
20,28,65472,4,257,65
59,126,65473,5,511,65
63,31,65503,7,512,65
64,123,65504,8,124,65
65,124,65505,9,125,65
66,251,65519,15,1024,65
67,252,65520,16,1025,65
68,253,65521,17,2047,65
69,254,65527,31,2048,65
123,3,65528,32,2049,65
124,4,65529,33,4095,65
125,5,65530,63,4096,65
126,7,65531,64,4097,65
127,9,65532,65,8191,65
128,10,65533,127,513,65
129,13,65534,128,1023,65
132,15,65535,129,8192,65
251,19,0,256,16383,67
252,20,1,257,16384,67
253,68,2,511,16385,67
254,130,3,512,32767,67
3,131,4,513,32768,67
4,12,5,1023,32769,67
5,17,7,1024,65471,67
6,21,8,1025,65472,67
7,27,9,2047,65473,67
8,28,15,2048,65503,67
9,59,16,2049,65504,67
